noisy_path,clean_path,noise_type,bucket,snr_db,split
data/processed/train/1462-170142-0040__1-19898-C-41__5db__noisy.wav,data/processed/train/1462-170142-0040__1-19898-C-41__5db__clean.wav,1-19898-C-41,stationary,5,train
data/processed/train/1673-143397-0009__2-117617-A-48__0db__noisy.wav,data/processed/train/1673-143397-0009__2-117617-A-48__0db__clean.wav,2-117617-A-48,impulsive,0,train
data/processed/train/1462-170138-0023__5-117118-A-42__neg5db__noisy.wav,data/processed/train/1462-170138-0023__5-117118-A-42__neg5db__clean.wav,5-117118-A-42,stationary,-5,train
data/processed/train/6295-244435-0019__1-50454-A-44__10db__noisy.wav,data/processed/train/6295-244435-0019__1-50454-A-44__10db__clean.wav,1-50454-A-44,stationary,10,train
data/processed/train/84-121550-0031__2-262579-A-45__5db__noisy.wav,data/processed/train/84-121550-0031__2-262579-A-45__5db__clean.wav,2-262579-A-45,stationary,5,train
data/processed/train/1988-24833-0008__1-115545-B-48__10db__noisy.wav,data/processed/train/1988-24833-0008__1-115545-B-48__10db__clean.wav,1-115545-B-48,impulsive,10,train
data/processed/train/3081-166546-0027__3-62878-B-42__0db__noisy.wav,data/processed/train/3081-166546-0027__3-62878-B-42__0db__clean.wav,3-62878-B-42,stationary,0,train
data/processed/train/3536-23268-0021__3-128160-A-44__5db__noisy.wav,data/processed/train/3536-23268-0021__3-128160-A-44__5db__clean.wav,3-128160-A-44,stationary,5,train
data/processed/train/2428-83705-0003__2-106015-B-44__neg5db__noisy.wav,data/processed/train/2428-83705-0003__2-106015-B-44__neg5db__clean.wav,2-106015-B-44,stationary,-5,train
data/processed/train/8297-275155-0017__1-50455-A-44__neg5db__noisy.wav,data/processed/train/8297-275155-0017__1-50455-A-44__neg5db__clean.wav,1-50455-A-44,stationary,-5,train
data/processed/train/1462-170138-0019__4-121532-A-42__5db__noisy.wav,data/processed/train/1462-170138-0019__4-121532-A-42__5db__clean.wav,4-121532-A-42,stationary,5,train
data/processed/train/652-130726-0024__1-19898-C-41__10db__noisy.wav,data/processed/train/652-130726-0024__1-19898-C-41__10db__clean.wav,1-19898-C-41,stationary,10,train
data/processed/train/2035-147960-0016__1-115545-A-48__5db__noisy.wav,data/processed/train/2035-147960-0016__1-115545-A-48__5db__clean.wav,1-115545-A-48,impulsive,5,train
data/processed/train/5694-64038-0005__5-160614-A-48__0db__noisy.wav,data/processed/train/5694-64038-0005__5-160614-A-48__0db__clean.wav,5-160614-A-48,impulsive,0,train
data/processed/train/1462-170142-0028__2-50668-B-41__10db__noisy.wav,data/processed/train/1462-170142-0028__2-50668-B-41__10db__clean.wav,2-50668-B-41,stationary,10,train
data/processed/train/7850-281318-0017__3-154926-B-40__10db__noisy.wav,data/processed/train/7850-281318-0017__3-154926-B-40__10db__clean.wav,3-154926-B-40,stationary,10,train
data/processed/train/422-122949-0033__2-98866-A-47__0db__noisy.wav,data/processed/train/422-122949-0033__2-98866-A-47__0db__clean.wav,2-98866-A-47,stationary,0,train
data/processed/train/2428-83705-0023__2-188822-D-40__10db__noisy.wav,data/processed/train/2428-83705-0023__2-188822-D-40__10db__clean.wav,2-188822-D-40,stationary,10,train
data/processed/train/3000-15664-0004__1-36929-A-47__neg5db__noisy.wav,data/processed/train/3000-15664-0004__1-36929-A-47__neg5db__clean.wav,1-36929-A-47,stationary,-5,train
data/processed/train/652-130726-0033__4-186935-A-44__5db__noisy.wav,data/processed/train/652-130726-0033__4-186935-A-44__5db__clean.wav,4-186935-A-44,stationary,5,train
data/processed/train/2035-147961-0037__2-106015-A-44__neg5db__noisy.wav,data/processed/train/2035-147961-0037__2-106015-A-44__neg5db__clean.wav,2-106015-A-44,stationary,-5,train
data/processed/train/6295-64301-0017__4-178881-A-45__10db__noisy.wav,data/processed/train/6295-64301-0017__4-178881-A-45__10db__clean.wav,4-178881-A-45,stationary,10,train
data/processed/train/8297-275155-0011__2-78651-A-44__5db__noisy.wav,data/processed/train/8297-275155-0011__2-78651-A-44__5db__clean.wav,2-78651-A-44,stationary,5,train
data/processed/train/1988-24833-0001__2-188822-D-40__neg5db__noisy.wav,data/processed/train/1988-24833-0001__2-188822-D-40__neg5db__clean.wav,2-188822-D-40,stationary,-5,train
data/processed/train/1272-128104-0012__3-259622-A-44__neg5db__noisy.wav,data/processed/train/1272-128104-0012__3-259622-A-44__neg5db__clean.wav,3-259622-A-44,stationary,-5,train
data/processed/train/8842-302196-0003__3-128512-B-47__0db__noisy.wav,data/processed/train/8842-302196-0003__3-128512-B-47__0db__clean.wav,3-128512-B-47,stationary,0,train
data/processed/train/84-121550-0016__5-177957-E-40__5db__noisy.wav,data/processed/train/84-121550-0016__5-177957-E-40__5db__clean.wav,5-177957-E-40,stationary,5,train
data/processed/train/2428-83705-0030__1-172649-C-40__5db__noisy.wav,data/processed/train/2428-83705-0030__1-172649-C-40__5db__clean.wav,1-172649-C-40,stationary,5,train
data/processed/train/8297-275156-0011__3-154926-B-40__neg5db__noisy.wav,data/processed/train/8297-275156-0011__3-154926-B-40__neg5db__clean.wav,3-154926-B-40,stationary,-5,train
data/processed/train/5694-64029-0015__2-117615-E-48__0db__noisy.wav,data/processed/train/5694-64029-0015__2-117615-E-48__0db__clean.wav,2-117615-E-48,impulsive,0,train
data/processed/train/422-122949-0032__5-251963-A-47__neg5db__noisy.wav,data/processed/train/422-122949-0032__5-251963-A-47__neg5db__clean.wav,5-251963-A-47,stationary,-5,train
data/processed/train/1988-147956-0011__5-199284-B-45__0db__noisy.wav,data/processed/train/1988-147956-0011__5-199284-B-45__0db__clean.wav,5-199284-B-45,stationary,0,train
data/processed/train/3081-166546-0033__4-157611-B-41__neg5db__noisy.wav,data/processed/train/3081-166546-0033__4-157611-B-41__neg5db__clean.wav,4-157611-B-41,stationary,-5,train
data/processed/train/3853-163249-0033__3-141559-A-45__5db__noisy.wav,data/processed/train/3853-163249-0033__3-141559-A-45__5db__clean.wav,3-141559-A-45,stationary,5,train
data/processed/train/8842-304647-0009__3-259622-A-44__neg5db__noisy.wav,data/processed/train/8842-304647-0009__3-259622-A-44__neg5db__clean.wav,3-259622-A-44,stationary,-5,train
data/processed/train/2428-83699-0008__3-51731-A-42__neg5db__noisy.wav,data/processed/train/2428-83699-0008__3-51731-A-42__neg5db__clean.wav,3-51731-A-42,stationary,-5,train
data/processed/train/8297-275155-0014__5-177957-C-40__5db__noisy.wav,data/processed/train/8297-275155-0014__5-177957-C-40__5db__clean.wav,5-177957-C-40,stationary,5,train
data/processed/train/2078-142845-0032__2-78651-A-44__neg5db__noisy.wav,data/processed/train/2078-142845-0032__2-78651-A-44__neg5db__clean.wav,2-78651-A-44,stationary,-5,train
data/processed/train/652-130737-0000__1-62509-A-45__5db__noisy.wav,data/processed/train/652-130737-0000__1-62509-A-45__5db__clean.wav,1-62509-A-45,stationary,5,train
data/processed/train/777-126732-0002__4-90014-B-42__10db__noisy.wav,data/processed/train/777-126732-0002__4-90014-B-42__10db__clean.wav,4-90014-B-42,stationary,10,train
data/processed/train/3170-137482-0030__4-193480-B-40__neg5db__noisy.wav,data/processed/train/3170-137482-0030__4-193480-B-40__neg5db__clean.wav,4-193480-B-40,stationary,-5,train
data/processed/train/3170-137482-0016__2-50667-A-41__0db__noisy.wav,data/processed/train/3170-137482-0016__2-50667-A-41__0db__clean.wav,2-50667-A-41,stationary,0,train
data/processed/train/777-126732-0035__1-64398-A-41__neg5db__noisy.wav,data/processed/train/777-126732-0035__1-64398-A-41__neg5db__clean.wav,1-64398-A-41,stationary,-5,train
data/processed/train/1993-147149-0027__3-119120-B-48__5db__noisy.wav,data/processed/train/1993-147149-0027__3-119120-B-48__5db__clean.wav,3-119120-B-48,impulsive,5,train
data/processed/train/3536-8226-0031__1-88409-A-45__0db__noisy.wav,data/processed/train/3536-8226-0031__1-88409-A-45__0db__clean.wav,1-88409-A-45,stationary,0,train
data/processed/train/2078-142845-0048__5-177957-C-40__10db__noisy.wav,data/processed/train/2078-142845-0048__5-177957-C-40__10db__clean.wav,5-177957-C-40,stationary,10,train
data/processed/train/1272-141231-0004__4-149294-A-41__10db__noisy.wav,data/processed/train/1272-141231-0004__4-149294-A-41__10db__clean.wav,4-149294-A-41,stationary,10,train
data/processed/train/251-137823-0020__4-111671-B-42__neg5db__noisy.wav,data/processed/train/251-137823-0020__4-111671-B-42__neg5db__clean.wav,4-111671-B-42,stationary,-5,train
data/processed/train/1462-170142-0032__3-251617-A-48__5db__noisy.wav,data/processed/train/1462-170142-0032__3-251617-A-48__5db__clean.wav,3-251617-A-48,impulsive,5,train
data/processed/train/3000-15664-0022__5-177957-D-40__0db__noisy.wav,data/processed/train/3000-15664-0022__5-177957-D-40__0db__clean.wav,5-177957-D-40,stationary,0,train
data/processed/train/1673-143397-0020__2-117617-A-48__5db__noisy.wav,data/processed/train/1673-143397-0020__2-117617-A-48__5db__clean.wav,2-117617-A-48,impulsive,5,train
data/processed/train/84-121550-0034__4-193480-A-40__neg5db__noisy.wav,data/processed/train/84-121550-0034__4-193480-A-40__neg5db__clean.wav,4-193480-A-40,stationary,-5,train
data/processed/train/251-136532-0011__5-160614-H-48__0db__noisy.wav,data/processed/train/251-136532-0011__5-160614-H-48__0db__clean.wav,5-160614-H-48,impulsive,0,train
data/processed/train/2035-147961-0030__1-43807-C-47__0db__noisy.wav,data/processed/train/2035-147961-0030__1-43807-C-47__0db__clean.wav,1-43807-C-47,stationary,0,train
data/processed/train/1272-141231-0028__5-215449-A-47__neg5db__noisy.wav,data/processed/train/1272-141231-0028__5-215449-A-47__neg5db__clean.wav,5-215449-A-47,stationary,-5,train
data/processed/train/8297-275155-0028__1-172649-F-40__0db__noisy.wav,data/processed/train/8297-275155-0028__1-172649-F-40__0db__clean.wav,1-172649-F-40,stationary,0,train
data/processed/train/6319-64726-0004__4-193480-B-40__10db__noisy.wav,data/processed/train/6319-64726-0004__4-193480-B-40__10db__clean.wav,4-193480-B-40,stationary,10,train
data/processed/train/5895-34629-0024__3-51731-A-42__0db__noisy.wav,data/processed/train/5895-34629-0024__3-51731-A-42__0db__clean.wav,3-51731-A-42,stationary,0,train
data/processed/train/6319-64726-0011__1-115545-C-48__5db__noisy.wav,data/processed/train/6319-64726-0011__1-115545-C-48__5db__clean.wav,1-115545-C-48,impulsive,5,train
data/processed/train/2428-83705-0041__3-143562-A-47__10db__noisy.wav,data/processed/train/2428-83705-0041__3-143562-A-47__10db__clean.wav,3-143562-A-47,stationary,10,train
data/processed/train/652-130726-0003__3-115387-B-47__neg5db__noisy.wav,data/processed/train/652-130726-0003__3-115387-B-47__neg5db__clean.wav,3-115387-B-47,stationary,-5,train
data/processed/train/1988-147956-0021__2-188822-C-40__5db__noisy.wav,data/processed/train/1988-147956-0021__2-188822-C-40__5db__clean.wav,2-188822-C-40,stationary,5,train
data/processed/train/2035-147961-0030__3-58772-A-42__0db__noisy.wav,data/processed/train/2035-147961-0030__3-58772-A-42__0db__clean.wav,3-58772-A-42,stationary,0,train
data/processed/train/8297-275155-0012__3-115387-C-47__neg5db__noisy.wav,data/processed/train/8297-275155-0012__3-115387-C-47__neg5db__clean.wav,3-115387-C-47,stationary,-5,train
data/processed/train/2035-147961-0026__4-102871-A-42__0db__noisy.wav,data/processed/train/2035-147961-0026__4-102871-A-42__0db__clean.wav,4-102871-A-42,stationary,0,train
data/processed/train/1993-147149-0010__2-117615-D-48__10db__noisy.wav,data/processed/train/1993-147149-0010__2-117615-D-48__10db__clean.wav,2-117615-D-48,impulsive,10,train
data/processed/train/5895-34629-0005__4-171652-A-44__10db__noisy.wav,data/processed/train/5895-34629-0005__4-171652-A-44__10db__clean.wav,4-171652-A-44,stationary,10,train
data/processed/train/1993-147964-0002__5-215447-A-47__10db__noisy.wav,data/processed/train/1993-147964-0002__5-215447-A-47__10db__clean.wav,5-215447-A-47,stationary,10,train
data/processed/train/3170-137482-0001__4-165845-A-45__10db__noisy.wav,data/processed/train/3170-137482-0001__4-165845-A-45__10db__clean.wav,4-165845-A-45,stationary,10,train
data/processed/train/8842-302203-0008__1 (1)__0db__noisy.wav,data/processed/train/8842-302203-0008__1 (1)__0db__clean.wav,1 (1),impulsive,0,train
data/processed/train/652-130726-0021__2-70938-A-42__10db__noisy.wav,data/processed/train/652-130726-0021__2-70938-A-42__10db__clean.wav,2-70938-A-42,stationary,10,train
data/processed/train/3853-163249-0051__2-70938-A-42__neg5db__noisy.wav,data/processed/train/3853-163249-0051__2-70938-A-42__neg5db__clean.wav,2-70938-A-42,stationary,-5,train
data/processed/train/2035-152373-0000__4-186935-A-44__neg5db__noisy.wav,data/processed/train/2035-152373-0000__4-186935-A-44__neg5db__clean.wav,4-186935-A-44,stationary,-5,train
data/processed/train/3853-163249-0013__3-51731-A-42__0db__noisy.wav,data/processed/train/3853-163249-0013__3-51731-A-42__0db__clean.wav,3-51731-A-42,stationary,0,train
data/processed/train/84-121123-0002__5-117118-A-42__0db__noisy.wav,data/processed/train/84-121123-0002__5-117118-A-42__0db__clean.wav,5-117118-A-42,stationary,0,train
data/processed/train/2428-83705-0007__2-50667-B-41__10db__noisy.wav,data/processed/train/2428-83705-0007__2-50667-B-41__10db__clean.wav,2-50667-B-41,stationary,10,train
data/processed/train/777-126732-0026__5-177957-D-40__10db__noisy.wav,data/processed/train/777-126732-0026__5-177957-D-40__10db__clean.wav,5-177957-D-40,stationary,10,train
data/processed/train/652-130737-0011__3-128160-A-44__5db__noisy.wav,data/processed/train/652-130737-0011__3-128160-A-44__5db__clean.wav,3-128160-A-44,stationary,5,train
data/processed/train/1988-147956-0006__5-198600-A-45__5db__noisy.wav,data/processed/train/1988-147956-0006__5-198600-A-45__5db__clean.wav,5-198600-A-45,stationary,5,train
data/processed/train/2803-161169-0014__3-58772-A-42__10db__noisy.wav,data/processed/train/2803-161169-0014__3-58772-A-42__10db__clean.wav,3-58772-A-42,stationary,10,train
data/processed/train/5895-34629-0011__1-115545-B-48__10db__noisy.wav,data/processed/train/5895-34629-0011__1-115545-B-48__10db__clean.wav,1-115545-B-48,impulsive,10,train
data/processed/train/1988-147956-0004__1-36929-A-47__10db__noisy.wav,data/processed/train/1988-147956-0004__1-36929-A-47__10db__clean.wav,1-36929-A-47,stationary,10,train
data/processed/train/2428-83699-0008__3-119120-D-48__5db__noisy.wav,data/processed/train/2428-83699-0008__3-119120-D-48__5db__clean.wav,3-119120-D-48,impulsive,5,train
data/processed/train/422-122949-0026__1-181071-A-40__0db__noisy.wav,data/processed/train/422-122949-0026__1-181071-A-40__0db__clean.wav,1-181071-A-40,stationary,0,train
data/processed/train/7850-286674-0010__5-133989-A-42__5db__noisy.wav,data/processed/train/7850-286674-0010__5-133989-A-42__5db__clean.wav,5-133989-A-42,stationary,5,train
data/processed/train/652-130737-0008__5-160551-A-42__10db__noisy.wav,data/processed/train/652-130737-0008__5-160551-A-42__10db__clean.wav,5-160551-A-42,stationary,10,train
data/processed/train/652-130726-0015__1-64398-A-41__neg5db__noisy.wav,data/processed/train/652-130726-0015__1-64398-A-41__neg5db__clean.wav,1-64398-A-41,stationary,-5,train
data/processed/train/3081-166546-0079__6__10db__noisy.wav,data/processed/train/3081-166546-0079__6__10db__clean.wav,6,impulsive,10,train
data/processed/train/5895-34629-0027__5-215445-A-47__0db__noisy.wav,data/processed/train/5895-34629-0027__5-215445-A-47__0db__clean.wav,5-215445-A-47,stationary,0,train
data/processed/train/84-121550-0011__5-177957-C-40__5db__noisy.wav,data/processed/train/84-121550-0011__5-177957-C-40__5db__clean.wav,5-177957-C-40,stationary,5,train
data/processed/train/1993-147966-0001__3-62878-A-42__10db__noisy.wav,data/processed/train/1993-147966-0001__3-62878-A-42__10db__clean.wav,3-62878-A-42,stationary,10,train
data/processed/train/1272-135031-0017__3-119120-E-48__neg5db__noisy.wav,data/processed/train/1272-135031-0017__3-119120-E-48__neg5db__clean.wav,3-119120-E-48,impulsive,-5,train
data/processed/train/251-137823-0024__1-54065-B-45__5db__noisy.wav,data/processed/train/251-137823-0024__1-54065-B-45__5db__clean.wav,1-54065-B-45,stationary,5,train
data/processed/train/652-130726-0013__2-122066-A-45__10db__noisy.wav,data/processed/train/652-130726-0013__2-122066-A-45__10db__clean.wav,2-122066-A-45,stationary,10,train
data/processed/train/1993-147149-0019__2-262579-A-45__0db__noisy.wav,data/processed/train/1993-147149-0019__2-262579-A-45__0db__clean.wav,2-262579-A-45,stationary,0,train
data/processed/train/3000-15664-0017__4-119648-A-48__0db__noisy.wav,data/processed/train/3000-15664-0017__4-119648-A-48__0db__clean.wav,4-119648-A-48,impulsive,0,train
data/processed/train/2428-83699-0024__5-160614-H-48__10db__noisy.wav,data/processed/train/2428-83699-0024__5-160614-H-48__10db__clean.wav,5-160614-H-48,impulsive,10,train
data/processed/train/251-118436-0018__4-168446-A-45__10db__noisy.wav,data/processed/train/251-118436-0018__4-168446-A-45__10db__clean.wav,4-168446-A-45,stationary,10,train
data/processed/train/422-122949-0015__5-188945-A-45__5db__noisy.wav,data/processed/train/422-122949-0015__5-188945-A-45__5db__clean.wav,5-188945-A-45,stationary,5,train
data/processed/train/1462-170138-0010__4-169127-A-41__neg5db__noisy.wav,data/processed/train/1462-170138-0010__4-169127-A-41__neg5db__clean.wav,4-169127-A-41,stationary,-5,train
data/processed/train/6319-57405-0008__1-36929-A-47__0db__noisy.wav,data/processed/train/6319-57405-0008__1-36929-A-47__0db__clean.wav,1-36929-A-47,stationary,0,train
data/processed/train/251-118436-0016__1-31482-B-42__0db__noisy.wav,data/processed/train/251-118436-0016__1-31482-B-42__0db__clean.wav,1-31482-B-42,stationary,0,train
data/processed/train/7850-286674-0014__5-216370-B-41__0db__noisy.wav,data/processed/train/7850-286674-0014__5-216370-B-41__0db__clean.wav,5-216370-B-41,stationary,0,train
